brandenburg_gate,buckingham_palace,colosseum_exterior,grand_place_brussels,notre_dame_front_facade,palace_of_westminster,pantheon_exterior,taj_mahal,temple_nara_japan,trevi_fountain
2.7468055474004913,3.184344701121432,5.91593578043863,6.157716263740695,2.61263606514089,5.293841412877341,2.728081420226016,2.272686332846572,13.277894973834506,2.192397369334347
2.830534836446093,3.0612765829062356,5.7004070403414495,6.4045167088945725,2.6177843811731125,5.5722711224930945,2.739818991769504,2.428049434226204,13.277894973834506,2.302527672159549
2.2072560628589635,3.04713516189137,6.063857152808376,6.84473246625645,2.6061418065349944,5.722888264755508,2.8345642344045445,2.556170225577651,13.724065643379516,2.3407526461956296
2.311201023811044,3.1885341390526034,6.500018723704489,7.275524329191183,2.6623903178127444,5.861751149694186,2.764583754875883,2.6324230142540284,13.396439438509809,2.4501485589534586
2.497056740561156,3.272209732746899,6.613254538245333,6.003263211196137,2.78997377331499,6.444297239542304,2.8759865857120905,2.7992206294646556,13.83929976903342,2.473390659174643
2.504655636119853,3.5181107410021055,6.7729931739928055,6.1802730917962725,2.9593698726578066,6.9733983454844815,3.019424087250505,2.990385611457297,14.046402319432776,2.5895193459961128
2.6245372191754326,3.8209784557434414,4.427961077033293,6.423758388276115,3.0335060370089395,7.1747580227447285,3.203502154900573,2.8071751975863632,12.711664265611335,2.794865737390281
2.7976408160706083,3.953758961010432,4.5313483315585925,6.907533791509893,3.2537731316265397,7.71158767047676,3.175967036464252,2.8023149856235414,13.517996372032687,2.9333557189764283
3.112461376264347,4.500739246599319,4.383788947714627,6.8519766927735875,3.443983195810019,8.568751198869375,3.4532007228987367,3.07300940367025,13.941998345935534,3.2101167967865
3.285938814470915,4.498604759138635,4.151067302581581,5.992792329840886,3.804388129074804,9.928252553407502,3.4664228874743404,3.0398164246551174,13.734407694333484,3.6218927931224747
3.877170492617791,4.504880903237316,4.400119337323205,5.879420634524801,3.18116376777975,11.9008414737305,3.7159246369359877,3.5627119316502287,13.998967753888369,2.9829727558157644
2.341310636886368,4.98749523144224,5.052876101639878,7.178837701666484,3.353911237399352,15.400655889552803,4.549626655629504,3.9808778709407937,13.562381157859846,3.3828451171522587
3.1952524353273652,4.455583968261506,6.675566665054791,9.156349568085007,3.2554729539204232,14.66274441116112,6.1377502430601245,4.66573571618508,12.769148313508817,4.407846842923732
0.3988353788609312,4.181696315881018,4.781228473051547,14.299563242059977,3.0456902452579215,28.28878131935651,10.520987079103922,2.005058871613353,14.521220249167726,4.122495098078957
